date,temp,atmospheric_pressure,pressure_change,humidity,wind_direction,wind_speed_m_s,precipitation
23.11.2016 02:00,-3.2,775.5,2.7,32,Wind blowing from the north-northwest,3,
22.11.2016 23:00,-2.7,772.8,-3.7,31,Wind blowing from the north,3,
22.11.2016 20:00,-2.2,776.5,4.7,31,Wind blowing from the north-west,2,
22.11.2016 17:00,-1.1,771.8,-3.3,28,Wind blowing from the north-northwest,3,
22.11.2016 14:00,-0.8,775.1,0.8,24,Wind blowing from the north,5,
22.11.2016 11:00,-3.4,774.3,-3.5,28,Wind blowing from the north,5,
22.11.2016 08:00,-6.0,777.8,4.2,30,Wind blowing from the north,4,
22.11.2016 05:00,-5.9,773.6,-3.0,28,Wind blowing from the north,7,
22.11.2016 02:00,-5.2,776.6,4.1,32,Wind blowing from the north-northwest,5,
21.11.2016 23:00,-3.9,772.5,-2.2,30,Wind blowing from the north,7,
21.11.2016 20:00,-2.9,774.7,5.6,32,Wind blowing from the north-northwest,5,
21.11.2016 17:00,-1.9,769.1,-1.3,34,Wind blowing from the north,5,
21.11.2016 14:00,-0.6,770.4,3.1,42,Wind blowing from the north,6,0.4
21.11.2016 11:00,-2.0,767.3,-2.2,76,Wind blowing from the north-east,6,
21.11.2016 08:00,-2.1,769.5,5.9,84,Wind blowing from the north-east,7,3
21.11.2016 05:00,-1.3,763.6,-2.9,93,Wind blowing from the north-east,5,
21.11.2016 02:00,0.0,766.5,3.0,92,Wind blowing from the north-east,4,4
20.11.2016 23:00,1.0,763.5,-3.3,93,Wind blowing from the north-east,3,
20.11.2016 20:00,2.5,766.8,5.1,93,Wind blowing from the east-northeast,3,0.4
20.11.2016 17:00,3.6,761.7,-2.9,70,Wind blowing from the east-northeast,4,
20.11.2016 14:00,3.7,764.6,1.4,73,Wind blowing from the east-northeast,3,
20.11.2016 11:00,3.6,763.2,-3.8,76,Wind blowing from the east,2,
20.11.2016 08:00,3.9,767.0,4.5,75,Wind blowing from the east,2,Trace of precipitation
