date,year,month,day,hour,value
1/1/2019,2019,1,1,0,50.37
1/1/2019,2019,1,1,1,51.95
1/1/2019,2019,1,1,2,54.86
1/1/2019,2019,1,1,3,50.11
1/1/2019,2019,1,1,4,40.61
1/1/2019,2019,1,1,5,33.71
1/1/2019,2019,1,1,6,27.73
1/1/2019,2019,1,1,7,23.34
1/1/2019,2019,1,1,8,19.36
1/1/2019,2019,1,1,9,19.60
1/1/2019,2019,1,1,10,19.86
1/1/2019,2019,1,1,11,23.48
1/1/2019,2019,1,1,12,25.59
1/1/2019,2019,1,1,13,27.34
1/1/2019,2019,1,1,14,29.60
1/1/2019,2019,1,1,15,30.37
1/1/2019,2019,1,1,16,32.35
1/1/2019,2019,1,1,17,33.24
1/1/2019,2019,1,1,18,34.54
1/1/2019,2019,1,1,19,35.04
1/1/2019,2019,1,1,20,33.86
1/1/2019,2019,1,1,21,32.98
1/1/2019,2019,1,1,22,32.07
1/1/2019,2019,1,1,23,30.12
1/2/2019,2019,1,2,0,29.17
1/2/2019,2019,1,2,1,29.14
1/2/2019,2019,1,2,2,30.38
1/2/2019,2019,1,2,3,28.74
1/2/2019,2019,1,2,4,26.76
1/2/2019,2019,1,2,5,25.29
1/2/2019,2019,1,2,6,26.25
1/2/2019,2019,1,2,7,29.72
1/2/2019,2019,1,2,8,33.56
1/2/2019,2019,1,2,9,43.04
1/2/2019,2019,1,2,10,51.21
1/2/2019,2019,1,2,11,60.27
1/2/2019,2019,1,2,12,71.23
1/2/2019,2019,1,2,13,80.11
1/2/2019,2019,1,2,14,82.73
1/2/2019,2019,1,2,15,85.77
1/2/2019,2019,1,2,16,87.24
1/2/2019,2019,1,2,17,84.38
1/2/2019,2019,1,2,18,83.08
1/2/2019,2019,1,2,19,85.67
1/2/2019,2019,1,2,20,82.02
1/2/2019,2019,1,2,21,78.01
1/2/2019,2019,1,2,22,75.92
1/2/2019,2019,1,2,23,70.42
1/3/2019,2019,1,3,0,67.19
1/3/2019,2019,1,3,1,75.20
1/3/2019,2019,1,3,2,79.65
1/3/2019,2019,1,3,3,86.63
1/3/2019,2019,1,3,4,96.44
1/3/2019,2019,1,3,5,111.98
1/3/2019,2019,1,3,6,97.86
1/3/2019,2019,1,3,7,109.40
1/3/2019,2019,1,3,8,112.32
1/3/2019,2019,1,3,9,126.53
1/3/2019,2019,1,3,10,122.29
1/3/2019,2019,1,3,11,131.56
1/3/2019,2019,1,3,12,133.58
1/3/2019,2019,1,3,13,135.27
1/3/2019,2019,1,3,14,137.02
1/3/2019,2019,1,3,15,124.21
1/3/2019,2019,1,3,16,114.37
1/3/2019,2019,1,3,17,110.46
1/3/2019,2019,1,3,18,99.62
1/3/2019,2019,1,3,19,86.40
1/3/2019,2019,1,3,20,69.33
1/3/2019,2019,1,3,21,50.94
1/3/2019,2019,1,3,22,37.08
1/3/2019,2019,1,3,23,28.41
1/4/2019,2019,1,4,0,20.25
1/4/2019,2019,1,4,1,19.75
1/4/2019,2019,1,4,2,20.46
1/4/2019,2019,1,4,3,21.87
1/4/2019,2019,1,4,4,17.49
1/4/2019,2019,1,4,5,12.10
1/4/2019,2019,1,4,6,9.85
1/4/2019,2019,1,4,7,10.69
1/4/2019,2019,1,4,8,9.65
1/4/2019,2019,1,4,9,9.88
1/4/2019,2019,1,4,11,15.10
1/4/2019,2019,1,4,12,17.86
1/4/2019,2019,1,4,13,21.24
1/4/2019,2019,1,4,14,20.99
1/4/2019,2019,1,4,15,23.70
1/4/2019,2019,1,4,16,26.30
1/4/2019,2019,1,4,17,23.90
1/4/2019,2019,1,4,18,25.55
1/4/2019,2019,1,4,19,23.19
1/4/2019,2019,1,4,20,20.07
1/4/2019,2019,1,4,21,20.28
1/4/2019,2019,1,4,22,20.06
1/4/2019,2019,1,4,23,19.38
1/5/2019,2019,1,5,0,17.90
1/5/2019,2019,1,5,1,18.00
1/5/2019,2019,1,5,2,17.64
1/5/2019,2019,1,5,3,19.35
1/5/2019,2019,1,5,4,15.10
1/5/2019,2019,1,5,5,14.32
1/5/2019,2019,1,5,6,11.83
1/5/2019,2019,1,5,7,10.97
1/5/2019,2019,1,5,8,11.62
1/5/2019,2019,1,5,9,14.97
1/5/2019,2019,1,5,10,17.60
1/5/2019,2019,1,5,11,21.62
1/5/2019,2019,1,5,12,27.75
1/5/2019,2019,1,5,13,31.30
1/5/2019,2019,1,5,14,33.84
1/5/2019,2019,1,5,15,33.85
1/5/2019,2019,1,5,16,39.30
1/5/2019,2019,1,5,17,41.58
1/5/2019,2019,1,5,18,38.13
1/5/2019,2019,1,5,19,41.62
1/5/2019,2019,1,5,20,41.26
1/5/2019,2019,1,5,21,37.64
1/5/2019,2019,1,5,22,36.28
1/5/2019,2019,1,5,23,36.15
1/6/2019,2019,1,6,0,36.83
1/6/2019,2019,1,6,1,39.89
1/6/2019,2019,1,6,2,43.07
1/6/2019,2019,1,6,3,48.66
1/6/2019,2019,1,6,4,49.93
1/6/2019,2019,1,6,5,52.65
1/6/2019,2019,1,6,6,57.33
1/6/2019,2019,1,6,7,58.15
1/6/2019,2019,1,6,8,60.87
1/6/2019,2019,1,6,9,64.46
1/6/2019,2019,1,6,10,67.77
1/6/2019,2019,1,6,11,73.33
1/6/2019,2019,1,6,12,76.79
1/6/2019,2019,1,6,13,80.73
1/6/2019,2019,1,6,14,82.29
1/6/2019,2019,1,6,15,77.49
1/6/2019,2019,1,6,16,75.37
1/6/2019,2019,1,6,17,73.96
1/6/2019,2019,1,6,18,73.09
1/6/2019,2019,1,6,19,73.69
1/6/2019,2019,1,6,20,74.22
1/6/2019,2019,1,6,21,71.67
1/6/2019,2019,1,6,22,64.44
1/6/2019,2019,1,6,23,61.57
1/7/2019,2019,1,7,0,56.47
1/7/2019,2019,1,7,1,53.33
1/7/2019,2019,1,7,2,51.10
1/7/2019,2019,1,7,3,42.13
1/7/2019,2019,1,7,4,33.83
1/7/2019,2019,1,7,5,25.80
1/7/2019,2019,1,7,6,21.82
1/7/2019,2019,1,7,7,18.76
1/7/2019,2019,1,7,8,17.61
1/7/2019,2019,1,7,9,19.29
1/7/2019,2019,1,7,10,18.15
1/7/2019,2019,1,7,11,19.76
1/7/2019,2019,1,7,12,21.44
1/7/2019,2019,1,7,13,27.28
1/7/2019,2019,1,7,14,27.45
1/7/2019,2019,1,7,15,26.38
1/7/2019,2019,1,7,16,28.22
1/7/2019,2019,1,7,17,27.01
1/7/2019,2019,1,7,18,23.97
1/7/2019,2019,1,7,19,22.99
1/7/2019,2019,1,7,20,22.01
1/7/2019,2019,1,7,21,23.97
1/7/2019,2019,1,7,22,23.82
1/7/2019,2019,1,7,23,22.63
1/8/2019,2019,1,8,0,20.24
1/8/2019,2019,1,8,1,20.10
