date,temp,atmospheric_pressure,pressure_change,humidity,wind_direction,wind_speed_m_s,precipitation
20.03.2019 08:00,15.9,749.4,3.5,50,Wind blowing from the south-southwest,2,
20.03.2019 05:00,16.3,745.9,-4.5,51,Wind blowing from the south-southeast,2,
20.03.2019 02:00,17.1,750.4,2.1,50,Wind blowing from the south-southeast,2,
19.03.2019 23:00,18.9,748.3,-2.7,41,Wind blowing from the south,3,
19.03.2019 20:00,21.2,751.0,4.4,25,Wind blowing from the south-southwest,3,
19.03.2019 17:00,23.5,746.6,-4.7,19,Wind blowing from the south-west,4,
19.03.2019 14:00,23.0,751.3,1.2,25,Wind blowing from the south-southwest,3,
19.03.2019 11:00,16.7,750.1,-3.6,42,Wind blowing from the south-west,1,
19.03.2019 08:00,10.2,753.7,4.6,61,Wind blowing from the north-east,1,
19.03.2019 05:00,6.0,749.1,-3.6,71,Wind blowing from the east,1,
19.03.2019 02:00,9.9,752.7,3.4,56,"Calm, no wind",0,
18.03.2019 23:00,14.2,749.3,-2.9,36,Wind blowing from the south,2,
18.03.2019 20:00,14.4,752.2,3.6,36,Wind blowing from the east-southeast,1,
18.03.2019 17:00,21.3,748.6,-4.5,23,Wind blowing from the south-southwest,2,
18.03.2019 14:00,19.5,753.1,1.1,27,Wind blowing from the south-southwest,3,
18.03.2019 11:00,14.8,752.0,-4.3,34,Wind blowing from the east-northeast,1,
18.03.2019 08:00,9.9,756.3,3.3,46,Wind blowing from the north-east,1,
18.03.2019 05:00,8.9,753.0,-4.6,43,Wind blowing from the east-northeast,1,
18.03.2019 02:00,11.2,757.6,1.8,34,Wind blowing from the south-southwest,2,
17.03.2019 23:00,13.3,755.8,-3.6,27,Wind blowing from the south-southwest,2,
17.03.2019 20:00,15.9,759.4,3.1,21,Wind blowing from the south-southwest,2,
17.03.2019 17:00,19.2,756.3,-4.9,17,Wind blowing from the south,2,
17.03.2019 14:00,19.3,761.2,0.0,17,Wind blowing from the south-southwest,4,
17.03.2019 11:00,14.0,761.2,-4.1,28,Wind blowing from the south,3,
17.03.2019 08:00,6.5,765.3,4.2,50,Wind blowing from the east-northeast,2,
17.03.2019 05:00,4.8,761.1,-3.7,51,Wind blowing from the east-northeast,2,
17.03.2019 02:00,5.4,764.8,4.4,41,Wind blowing from the south-southwest,2,
16.03.2019 23:00,9.8,760.4,-1.7,27,Wind blowing from the north-east,2,
16.03.2019 20:00,13.8,762.1,5.4,20,Wind blowing from the east-northeast,1,
16.03.2019 17:00,18.9,756.7,-2.9,13,Wind blowing from the north,4,
16.03.2019 14:00,18.4,759.6,1.4,13,Wind blowing from the north-west,3,
16.03.2019 11:00,11.5,758.2,-3.3,25,Wind blowing from the north-northeast,3,
16.03.2019 08:00,5.3,761.5,4.6,37,Wind blowing from the north-east,1,
16.03.2019 05:00,2.7,756.9,-3.7,46,Wind blowing from the north-east,2,
16.03.2019 02:00,5.2,760.6,3.3,35,Wind blowing from the north-east,2,
15.03.2019 23:00,7.1,757.3,-3.6,27,Wind blowing from the south,2,
15.03.2019 20:00,10.9,760.9,2.7,17,Wind blowing from the south,4,
15.03.2019 17:00,13.8,758.2,-5.3,14,Wind blowing from the south-southwest,5,
15.03.2019 14:00,13.0,763.5,1.1,13,Wind blowing from the west-southwest,3,
15.03.2019 11:00,10.1,762.4,-4.2,15,Wind blowing from the north-east,3,
15.03.2019 08:00,7.1,766.6,5.1,23,Wind blowing from the north-east,4,
15.03.2019 05:00,8.4,761.5,-2.4,17,Wind blowing from the north,5,
15.03.2019 02:00,10.1,763.9,3.7,19,Wind blowing from the north,3,
14.03.2019 23:00,12.5,760.2,-2.4,17,Wind blowing from the north-northwest,2,
14.03.2019 20:00,13.1,762.6,4.3,15,Wind blowing from the west-northwest,4,
14.03.2019 17:00,15.5,758.3,-3.2,9,Wind blowing from the north-west,6,
14.03.2019 14:00,15.8,761.5,1.2,10,Wind blowing from the north-northwest,5,
14.03.2019 11:00,13.5,760.3,-3.4,13,Wind blowing from the north-northeast,3,
14.03.2019 08:00,8.9,763.7,3.8,24,Wind blowing from the east,2,
14.03.2019 05:00,1.8,759.9,-3.8,34,"Calm, no wind",0,
14.03.2019 02:00,9.4,763.7,3.5,16,Wind blowing from the north-northeast,2,
13.03.2019 23:00,10.5,760.2,-1.9,15,Wind blowing from the north-east,2,
13.03.2019 20:00,13.3,762.1,4.7,14,Wind blowing from the west-northwest,3,
13.03.2019 17:00,15.2,757.4,-3.8,11,Wind blowing from the south-west,3,
13.03.2019 14:00,15.0,761.2,0.8,11,Wind blowing from the west-southwest,2,
13.03.2019 11:00,12.2,760.4,-3.8,13,Wind blowing from the west-northwest,2,
13.03.2019 08:00,6.9,764.2,4.8,19,Wind blowing from the west,1,
13.03.2019 05:00,0.5,759.4,-3.4,31,Wind blowing from the west-northwest,1,
13.03.2019 02:00,2.2,762.8,3.7,25,Wind blowing from the west,1,
12.03.2019 23:00,8.2,759.1,-1.8,11,Wind blowing from the west-northwest,3,
12.03.2019 20:00,9.4,760.9,4.9,9,Wind blowing from the west-northwest,6,
12.03.2019 17:00,11.3,756.0,-3.6,7,Wind blowing from the north-west,6,
12.03.2019 14:00,10.4,759.6,1.6,8,Wind blowing from the north-west,4,
12.03.2019 11:00,8.9,758.0,-3.9,9,Wind blowing from the north-west,3,
12.03.2019 08:00,5.3,761.9,4.1,12,"Calm, no wind",0,
12.03.2019 05:00,2.8,757.8,-2.7,14,Wind blowing from the north,1,
12.03.2019 02:00,5.4,760.5,3.8,12,Wind blowing from the north-northeast,7,
11.03.2019 23:00,7.2,756.7,0.1,20,Wind blowing from the north,5,
11.03.2019 20:00,12.4,756.6,5.6,14,Wind blowing from the north-west,5,
11.03.2019 17:00,15.7,751.0,-3.8,10,Wind blowing from the north-west,5,
11.03.2019 14:00,15.8,754.8,1.5,12,Wind blowing from the west,7,
11.03.2019 11:00,13.9,753.3,-3.8,16,Wind blowing from the west-northwest,4,
11.03.2019 08:00,4.9,757.1,3.3,79,Wind blowing from the west,1,
11.03.2019 05:00,2.8,753.8,-4.1,85,Wind blowing from the west,2,
11.03.2019 02:00,2.0,757.9,3.3,93,Wind blowing from the south,1,
10.03.2019 23:00,5.9,754.6,-3.6,84,Wind blowing from the east-northeast,2,
10.03.2019 20:00,7.3,758.2,3.7,78,Wind blowing from the north-northeast,2,0.3
10.03.2019 17:00,10.1,754.5,-3.8,54,Wind blowing from the north-west,3,
10.03.2019 14:00,12.4,758.3,0.8,38,Wind blowing from the south-southwest,2,
10.03.2019 11:00,9.6,757.5,-3.8,52,Wind blowing from the north-east,3,
10.03.2019 08:00,4.5,761.3,3.9,78,Wind blowing from the north-east,1,
10.03.2019 05:00,2.0,757.4,-4.1,80,Wind blowing from the east,1,
10.03.2019 02:00,4.8,761.5,3.2,68,Wind blowing from the north-east,1,
09.03.2019 23:00,8.9,758.3,-2.6,56,Wind blowing from the north-northwest,2,
09.03.2019 20:00,10.0,760.9,4.4,41,Wind blowing from the north-east,2,
09.03.2019 17:00,11.6,756.5,-3.2,29,Wind blowing from the north-northeast,2,
09.03.2019 14:00,11.3,759.7,2.3,28,Wind blowing from the north-northeast,1,
09.03.2019 11:00,10.0,757.4,-2.8,31,Wind blowing from the north-east,2,
09.03.2019 08:00,6.0,760.2,4.0,41,Wind blowing from the east-northeast,1,
09.03.2019 05:00,6.6,756.2,-4.4,38,Wind blowing from the south-west,1,
09.03.2019 02:00,7.2,760.6,3.0,34,Wind blowing from the south-southwest,2,
08.03.2019 23:00,8.9,757.6,-3.1,27,Wind blowing from the south-southwest,3,
08.03.2019 20:00,9.6,760.7,3.6,27,Wind blowing from the south-southeast,1,
08.03.2019 17:00,12.8,757.1,-4.4,21,Wind blowing from the south-west,5,
08.03.2019 14:00,13.2,761.5,1.0,21,Wind blowing from the south-southwest,5,
08.03.2019 11:00,9.5,760.5,-3.6,26,Wind blowing from the south-southwest,2,
08.03.2019 08:00,2.9,764.1,3.8,39,Wind blowing from the south,1,
08.03.2019 05:00,0.3,760.3,-4.0,45,Wind blowing from the south-southwest,1,
08.03.2019 02:00,3.2,764.3,2.9,32,Wind blowing from the south-southwest,2,
07.03.2019 23:00,5.7,761.4,-3.4,23,Wind blowing from the south-southwest,2,
07.03.2019 20:00,8.7,764.8,3.4,17,Wind blowing from the south-west,2,
07.03.2019 17:00,12.6,761.4,-4.8,10,Wind blowing from the south-west,2,
07.03.2019 14:00,12.0,766.2,0.5,9,Wind blowing from the south-west,5,
07.03.2019 11:00,9.6,765.7,-3.9,14,Wind blowing from the south-west,1,
07.03.2019 08:00,3.6,769.6,3.9,27,Wind blowing from the north-east,2,
07.03.2019 05:00,-2.8,765.7,-4.1,54,Wind blowing from the east,1,
07.03.2019 02:00,-0.4,769.8,4.0,48,Wind blowing from the south-west,1,
06.03.2019 23:00,3.6,765.8,-2.9,39,Wind blowing from the south-west,1,
06.03.2019 20:00,4.3,768.7,4.2,22,"Calm, no wind",0,
06.03.2019 17:00,9.5,764.5,-3.2,12,Wind blowing from the north-northeast,5,
06.03.2019 14:00,9.9,767.7,3.1,11,Wind blowing from the north-east,6,
06.03.2019 11:00,8.6,764.6,-2.3,17,Wind blowing from the north-northwest,7,
06.03.2019 08:00,7.4,766.9,5.4,25,Wind blowing from the north-northwest,5,
06.03.2019 05:00,8.6,761.5,-2.7,23,Wind blowing from the north-west,4,
06.03.2019 02:00,9.7,764.2,4.0,18,Wind blowing from the north-northwest,2,
05.03.2019 23:00,10.8,760.2,-1.7,18,Wind blowing from the north,4,
05.03.2019 20:00,13.0,761.9,5.7,16,Wind blowing from the north,6,
05.03.2019 17:00,16.5,756.2,-3.1,9,Wind blowing from the north-west,5,
05.03.2019 14:00,16.7,759.3,1.7,9,Wind blowing from the west-northwest,6,
05.03.2019 11:00,15.4,757.6,-3.1,13,Wind blowing from the north,3,
05.03.2019 08:00,6.0,760.7,4.7,77,Wind blowing from the north-east,2,
05.03.2019 05:00,5.6,756.0,-3.2,76,Wind blowing from the north-east,1,
05.03.2019 02:00,7.9,759.2,3.4,65,Wind blowing from the east-northeast,2,
04.03.2019 23:00,11.5,755.8,-2.8,38,Wind blowing from the south-southeast,1,
04.03.2019 20:00,11.3,758.6,4.2,29,Wind blowing from the south-west,1,
04.03.2019 17:00,16.6,754.4,-3.2,11,Wind blowing from the south-southwest,2,
04.03.2019 14:00,16.8,757.6,1.9,10,Wind blowing from the east-northeast,2,
04.03.2019 11:00,13.7,755.7,-2.8,16,Wind blowing from the north-east,4,
04.03.2019 08:00,4.0,758.5,4.6,64,Wind blowing from the east-northeast,1,
04.03.2019 05:00,1.1,753.9,-2.9,76,Wind blowing from the east-northeast,1,
04.03.2019 02:00,3.3,756.8,3.6,69,Wind blowing from the south-west,1,
03.03.2019 23:00,6.1,753.2,-2.7,59,Wind blowing from the south,1,
03.03.2019 20:00,9.5,755.9,4.1,47,Wind blowing from the south-southwest,1,
03.03.2019 17:00,13.4,751.8,-3.8,34,Wind blowing from the south-west,3,
03.03.2019 14:00,13.6,755.6,1.3,36,Wind blowing from the west-southwest,4,
03.03.2019 11:00,10.0,754.3,-3.3,40,Wind blowing from the south-west,1,
03.03.2019 08:00,3.2,757.6,3.9,66,Wind blowing from the south-west,1,
03.03.2019 05:00,2.9,753.7,-4.4,62,Wind blowing from the south,1,
03.03.2019 02:00,5.9,758.1,2.6,48,Wind blowing from the south-southwest,1,
02.03.2019 23:00,8.9,755.5,-3.3,37,Wind blowing from the south-southwest,2,
02.03.2019 20:00,10.9,758.8,3.7,30,Wind blowing from the south-southwest,2,
02.03.2019 17:00,14.6,755.1,-3.9,21,Wind blowing from the south-west,4,
02.03.2019 14:00,15.4,759.0,0.7,20,Wind blowing from the south-west,4,
02.03.2019 11:00,10.2,758.3,-3.7,46,Wind blowing from the south-west,2,
02.03.2019 08:00,1.5,762.0,4.1,80,"Calm, no wind",0,
02.03.2019 05:00,0.9,757.9,-4.6,80,Wind blowing from the west-southwest,1,
02.03.2019 02:00,3.8,762.5,2.8,68,Wind blowing from the south-southwest,1,
01.03.2019 23:00,7.4,759.7,-3.6,54,Wind blowing from the south,1,
01.03.2019 20:00,9.7,763.3,3.8,46,Wind blowing from the south-west,2,
01.03.2019 17:00,13.4,759.5,-4.1,28,Wind blowing from the south-west,2,
01.03.2019 14:00,13.6,763.6,1.6,26,Wind blowing from the south-southeast,2,
01.03.2019 11:00,10.2,762.0,-3.1,24,Wind blowing from the east-northeast,3,
01.03.2019 08:00,2.8,765.1,4.7,49,Wind blowing from the east-southeast,1,
01.03.2019 05:00,1.5,760.4,-3.1,65,Wind blowing from the north-east,1,
01.03.2019 02:00,1.6,763.5,3.6,67,Wind blowing from the north-northeast,1,
28.02.2019 23:00,5.9,759.9,-2.2,54,Wind blowing from the north-east,1,
28.02.2019 20:00,9.1,762.1,4.6,41,Wind blowing from the south-west,2,
28.02.2019 17:00,12.9,757.5,-3.9,24,Wind blowing from the west-southwest,2,
28.02.2019 14:00,13.5,761.4,2.2,21,Wind blowing from the south-southwest,4,
28.02.2019 11:00,9.8,759.2,-3.8,25,Wind blowing from the north-east,2,
28.02.2019 08:00,1.1,763.0,4.0,53,Wind blowing from the east-northeast,1,
28.02.2019 05:00,-1.8,759.0,-3.8,65,Wind blowing from the east-northeast,1,
28.02.2019 02:00,-0.2,762.8,3.6,56,"Calm, no wind",0,
27.02.2019 23:00,4.6,759.2,-3.2,41,Wind blowing from the south-west,1,
27.02.2019 20:00,7.5,762.4,4.3,32,Wind blowing from the west-southwest,2,
27.02.2019 17:00,10.9,758.1,-4.2,28,Wind blowing from the south-west,3,
27.02.2019 14:00,11.3,762.3,1.1,30,Wind blowing from the north-west,1,
27.02.2019 11:00,7.9,761.2,-4.1,40,Wind blowing from the east,2,
27.02.2019 08:00,-0.7,765.3,3.7,61,Wind blowing from the north-northeast,1,
27.02.2019 05:00,-1.0,761.6,-4.2,64,Wind blowing from the north-east,1,
27.02.2019 02:00,3.5,765.8,2.7,55,Wind blowing from the north-northeast,2,
26.02.2019 23:00,4.4,763.1,-3.2,54,Wind blowing from the east,1,
26.02.2019 20:00,6.2,766.3,3.8,30,Wind blowing from the east-northeast,2,
26.02.2019 17:00,7.3,762.5,-4.0,37,Wind blowing from the south-east,3,
26.02.2019 14:00,7.7,766.5,1.7,22,Wind blowing from the north-east,1,
26.02.2019 11:00,5.6,764.8,-3.1,25,"Calm, no wind",0,
26.02.2019 08:00,2.4,767.9,4.4,35,Wind blowing from the east,1,
26.02.2019 05:00,0.6,763.5,-4.1,44,Wind blowing from the east-northeast,1,
26.02.2019 02:00,0.8,767.6,3.6,39,Wind blowing from the north-east,1,
25.02.2019 23:00,2.3,764.0,-2.3,30,Wind blowing from the south-east,1,
25.02.2019 20:00,6.6,766.3,3.9,22,Wind blowing from the south,3,
25.02.2019 17:00,10.0,762.4,-3.9,18,Wind blowing from the south-southwest,2,
25.02.2019 14:00,10.5,766.3,1.4,17,Wind blowing from the east,2,
25.02.2019 11:00,8.5,764.9,-3.2,19,Wind blowing from the north-northeast,4,
25.02.2019 08:00,2.2,768.1,4.8,45,"Calm, no wind",0,
25.02.2019 05:00,1.1,763.3,-3.5,47,Wind blowing from the north-east,1,
25.02.2019 02:00,1.5,766.8,4.6,47,Wind blowing from the north-east,2,
24.02.2019 23:00,4.2,762.2,-2.2,28,Wind blowing from the north-east,4,
24.02.2019 20:00,4.5,764.4,4.6,26,Wind blowing from the west,1,
24.02.2019 17:00,11.8,759.8,-3.7,13,Wind blowing from the north-east,2,
24.02.2019 14:00,11.7,763.5,1.2,14,Wind blowing from the north-northeast,4,
24.02.2019 11:00,9.4,762.3,-2.8,21,Wind blowing from the north-northeast,3,
24.02.2019 08:00,1.4,765.1,4.3,48,Wind blowing from the east-northeast,1,
24.02.2019 05:00,-1.7,760.8,-3.5,61,Wind blowing from the east,1,
24.02.2019 02:00,-0.3,764.3,3.0,54,Wind blowing from the east-southeast,1,
23.02.2019 23:00,3.2,761.3,-3.3,41,Wind blowing from the south,1,
23.02.2019 20:00,7.6,764.6,3.4,26,Wind blowing from the south-west,2,
23.02.2019 17:00,11.6,761.2,-4.4,23,Wind blowing from the south-southwest,3,
23.02.2019 14:00,12.6,765.6,0.8,19,Wind blowing from the south-southwest,3,
23.02.2019 11:00,9.2,764.8,-3.8,27,Wind blowing from the east-southeast,1,
23.02.2019 08:00,-2.2,768.6,3.8,71,"Calm, no wind",0,
23.02.2019 05:00,-2.7,764.8,-3.9,69,"Calm, no wind",0,
23.02.2019 02:00,-0.2,768.7,3.8,58,"Calm, no wind",0,
22.02.2019 23:00,2.1,764.9,-2.9,46,Wind blowing from the west-northwest,1,
22.02.2019 20:00,5.9,767.8,4.5,33,Wind blowing from the north-west,1,
22.02.2019 17:00,9.9,763.3,-2.9,18,Wind blowing from the east-southeast,1,
22.02.2019 14:00,10.7,766.2,2.6,15,Wind blowing from the north-east,2,
22.02.2019 11:00,7.0,763.6,-2.7,27,Wind blowing from the north,3,
22.02.2019 08:00,-2.6,766.3,4.3,91,Wind blowing from the north-northwest,1,
22.02.2019 05:00,-4.0,762.0,-4.2,89,Wind blowing from the south-west,1,
22.02.2019 02:00,-2.5,766.2,3.1,83,Wind blowing from the south-southwest,1,
21.02.2019 23:00,1.1,763.1,-3.3,70,Wind blowing from the west-southwest,1,
21.02.2019 20:00,4.3,766.4,3.4,54,Wind blowing from the south-west,3,
21.02.2019 17:00,8.9,763.0,-4.3,30,Wind blowing from the south-west,3,
21.02.2019 14:00,9.8,767.3,1.0,20,Wind blowing from the south-west,4,
21.02.2019 11:00,6.5,766.3,-3.3,19,Wind blowing from the north-west,1,
21.02.2019 08:00,-4.3,769.6,3.5,86,Wind blowing from the east-northeast,1,
21.02.2019 05:00,-6.2,766.1,-4.3,83,Wind blowing from the west-southwest,1,
21.02.2019 02:00,-4.3,770.4,3.8,77,"Calm, no wind",0,
20.02.2019 23:00,-0.5,766.6,-3.0,62,Wind blowing from the south-west,2,
20.02.2019 20:00,1.9,769.6,4.6,42,Wind blowing from the south-west,2,
20.02.2019 17:00,6.8,765.0,-3.5,26,Wind blowing from the south-west,3,
20.02.2019 14:00,7.0,768.5,2.5,23,Wind blowing from the west-southwest,2,
20.02.2019 11:00,3.6,766.0,-3.0,22,Wind blowing from the north,3,
20.02.2019 08:00,-1.8,769.0,4.8,33,Wind blowing from the north-northeast,2,
20.02.2019 05:00,-4.5,764.2,-3.1,41,Wind blowing from the north-east,2,
20.02.2019 02:00,-3.0,767.3,4.5,36,Wind blowing from the east-northeast,1,
19.02.2019 23:00,0.9,762.8,-1.9,25,Wind blowing from the north-west,2,
19.02.2019 20:00,-1.0,764.7,5.1,80,"Calm, no wind",0,
19.02.2019 17:00,2.5,759.6,-2.3,68,Wind blowing from the south-west,3,
19.02.2019 14:00,3.0,761.9,2.1,67,Wind blowing from the south-southwest,2,
19.02.2019 11:00,0.0,759.8,-3.0,90,Wind blowing from the south-southwest,2,
19.02.2019 08:00,-0.6,762.8,4.4,93,Wind blowing from the south-southwest,2,0.8
19.02.2019 05:00,-0.7,758.4,-4.3,92,Wind blowing from the south-southwest,2,
19.02.2019 02:00,0.5,762.7,3.2,75,Wind blowing from the west-southwest,3,
18.02.2019 23:00,1.7,759.5,-3.5,45,Wind blowing from the south-west,3,
18.02.2019 20:00,3.4,763.0,3.7,26,Wind blowing from the south-southwest,2,
18.02.2019 17:00,4.8,759.3,-4.0,23,Wind blowing from the south,2,
18.02.2019 14:00,4.3,763.3,1.0,19,Wind blowing from the south-southwest,1,
18.02.2019 11:00,2.7,762.3,-3.1,23,Wind blowing from the south-east,1,
18.02.2019 08:00,-3.1,765.4,3.8,38,Wind blowing from the south-southwest,1,
18.02.2019 05:00,-2.7,761.6,-4.4,32,Wind blowing from the east-northeast,1,
18.02.2019 02:00,-1.9,766.0,2.7,30,Wind blowing from the north-northeast,1,
17.02.2019 23:00,-1.7,763.3,-3.5,27,Wind blowing from the west-southwest,1,
17.02.2019 20:00,-0.2,766.8,3.6,21,Wind blowing from the south-southwest,1,
17.02.2019 17:00,5.6,763.2,-4.6,13,Wind blowing from the west,2,
17.02.2019 14:00,5.4,767.8,0.3,12,Wind blowing from the south-west,2,
17.02.2019 11:00,1.4,767.5,-3.5,16,Wind blowing from the north,3,
17.02.2019 08:00,-5.0,771.0,3.6,31,Wind blowing from the north-east,2,
17.02.2019 05:00,-4.6,767.4,-4.6,28,Wind blowing from the north-northeast,2,
17.02.2019 02:00,-2.7,772.0,3.8,24,Wind blowing from the north-northwest,2,
16.02.2019 23:00,-1.4,768.2,-2.6,21,Wind blowing from the north-northwest,3,
16.02.2019 20:00,-0.2,770.8,4.3,18,Wind blowing from the north-west,3,
16.02.2019 17:00,2.0,766.5,-4.6,14,Wind blowing from the north-northwest,3,
16.02.2019 14:00,1.7,771.1,1.3,10,Wind blowing from the north-northwest,4,
16.02.2019 11:00,-1.4,769.8,-3.5,14,Wind blowing from the north,5,
16.02.2019 08:00,-5.3,773.3,4.3,22,Wind blowing from the north,4,
16.02.2019 05:00,-6.0,769.0,-3.3,25,Wind blowing from the north,2,
16.02.2019 02:00,-4.1,772.3,4.2,24,Wind blowing from the north,3,
15.02.2019 23:00,-2.9,768.1,-2.7,24,Wind blowing from the north-northwest,2,
15.02.2019 20:00,-1.8,770.8,4.8,24,Wind blowing from the north-west,5,
15.02.2019 17:00,-0.3,766.0,-3.0,22,Wind blowing from the north-west,5,
15.02.2019 14:00,0.0,769.0,2.0,19,Wind blowing from the north-west,6,
15.02.2019 11:00,-2.6,767.0,-3.4,22,Wind blowing from the north-northwest,6,
15.02.2019 08:00,-5.3,770.4,5.1,29,Wind blowing from the south-east,1,Trace of precipitation
15.02.2019 05:00,-5.3,765.3,-2.8,29,Wind blowing from the west-northwest,4,
15.02.2019 02:00,-4.3,768.1,2.6,34,Wind blowing from the north-northwest,5,
14.02.2019 23:00,-6.2,765.5,-4.1,85,Wind blowing from the west-northwest,1,
14.02.2019 20:00,-4.0,769.6,3.9,81,Wind blowing from the south-west,2,0.1
14.02.2019 17:00,-3.7,765.7,-4.9,84,Wind blowing from the south-southwest,3,
14.02.2019 14:00,-3.3,770.6,0.7,75,Wind blowing from the south-southwest,3,0.1
14.02.2019 11:00,-2.5,769.9,-4.6,50,Wind blowing from the south,5,
14.02.2019 08:00,-4.6,774.5,3.2,62,Wind blowing from the south-southeast,1,Trace of precipitation
14.02.2019 05:00,-4.7,771.3,-4.0,57,Wind blowing from the south,1,
14.02.2019 02:00,-5.4,775.3,3.1,52,Wind blowing from the south-west,2,
13.02.2019 23:00,-5.0,772.2,-3.1,54,Wind blowing from the south-southwest,2,
13.02.2019 20:00,-3.9,775.3,4.6,21,Wind blowing from the south-west,1,
13.02.2019 17:00,-1.0,770.7,-4.4,14,Wind blowing from the east-northeast,1,
13.02.2019 14:00,-1.2,775.1,1.0,15,Wind blowing from the north-northeast,2,
13.02.2019 11:00,-3.2,774.1,-3.5,23,Wind blowing from the north-east,4,
13.02.2019 08:00,-6.2,777.6,4.8,44,Wind blowing from the north-northeast,2,
13.02.2019 05:00,-6.9,772.8,-3.4,71,Wind blowing from the north-northeast,1,
13.02.2019 02:00,-5.3,776.2,3.7,73,Wind blowing from the south-west,1,
12.02.2019 23:00,-5.1,772.5,-3.0,67,Wind blowing from the south-southwest,2,
12.02.2019 20:00,-4.2,775.5,5.0,56,Wind blowing from the south-southwest,2,Trace of precipitation
12.02.2019 17:00,-3.2,770.5,-3.9,51,Wind blowing from the east,2,
12.02.2019 14:00,-3.5,774.4,2.2,59,Wind blowing from the east,3,1
12.02.2019 11:00,-5.1,772.2,,82,Wind blowing from the east-northeast,3,
12.02.2019 02:00,-3.2,773.1,3.9,20,Wind blowing from the north-east,2,
11.02.2019 23:00,-3.7,769.2,-2.5,25,Wind blowing from the north-east,2,
11.02.2019 20:00,-2.7,771.7,4.9,25,Wind blowing from the west,1,
11.02.2019 17:00,2.4,766.8,-3.7,14,Wind blowing from the north-east,2,
11.02.2019 14:00,3.1,770.5,2.0,14,Wind blowing from the north,3,
11.02.2019 11:00,-1.8,768.5,-3.3,23,Wind blowing from the north-east,4,
11.02.2019 08:00,-8.5,771.8,5.9,44,Wind blowing from the east-northeast,1,
11.02.2019 05:00,-8.4,765.9,-4.2,40,Wind blowing from the south-east,1,
11.02.2019 02:00,-8.7,770.1,2.7,35,Wind blowing from the south,2,
10.02.2019 23:00,-7.0,767.4,-4.0,28,Wind blowing from the south-southwest,2,
10.02.2019 20:00,-4.5,771.4,3.9,22,Wind blowing from the south-southwest,2,
10.02.2019 17:00,-2.2,767.5,-4.6,19,Wind blowing from the south-southwest,3,
10.02.2019 14:00,-2.4,772.1,0.8,16,Wind blowing from the south-southwest,2,
10.02.2019 11:00,-4.4,771.3,-3.5,19,Wind blowing from the north-northeast,2,
10.02.2019 08:00,-8.5,774.8,4.2,26,Wind blowing from the north-east,1,
10.02.2019 05:00,-9.7,770.6,-4.2,31,Wind blowing from the east-northeast,1,
10.02.2019 02:00,-9.3,774.8,3.3,34,Wind blowing from the east,1,
09.02.2019 23:00,-7.8,771.5,-3.8,30,"Calm, no wind",0,
09.02.2019 20:00,-5.2,775.3,4.7,23,Wind blowing from the south-southwest,1,
09.02.2019 17:00,-2.8,770.6,-4.4,16,Wind blowing from the east,1,
09.02.2019 14:00,-3.0,775.0,2.2,16,Wind blowing from the north,2,
09.02.2019 11:00,-4.3,772.8,-3.8,17,Wind blowing from the north-east,5,
09.02.2019 08:00,-6.9,776.6,6.0,19,Wind blowing from the north-northeast,2,
09.02.2019 05:00,-6.9,770.6,-3.2,18,Wind blowing from the north,4,
09.02.2019 02:00,-6.0,773.8,5.2,18,Wind blowing from the north-northwest,3,
08.02.2019 23:00,-3.8,768.6,-1.0,14,Wind blowing from the north-northwest,4,
08.02.2019 20:00,-5.6,769.6,5.3,21,Wind blowing from the south-west,1,
08.02.2019 17:00,-1.8,764.3,-4.4,15,Wind blowing from the south-west,4,
08.02.2019 14:00,-2.0,768.7,1.1,13,Wind blowing from the south-west,4,
08.02.2019 11:00,-4.5,767.6,-4.6,13,Wind blowing from the south-west,2,
08.02.2019 08:00,-6.7,772.2,3.7,21,Wind blowing from the north-east,1,
08.02.2019 05:00,-6.5,768.5,-4.3,19,Wind blowing from the north-east,1,
08.02.2019 02:00,-6.8,772.8,2.7,15,Wind blowing from the south-southwest,1,
07.02.2019 23:00,-6.5,770.1,-3.3,16,Wind blowing from the south-west,1,
07.02.2019 20:00,-6.1,773.4,4.1,14,Wind blowing from the east-northeast,1,
07.02.2019 17:00,-4.8,769.3,-3.3,12,Wind blowing from the west-southwest,1,
07.02.2019 14:00,-4.7,772.6,1.5,9,Wind blowing from the north,4,
07.02.2019 11:00,-7.8,771.1,-3.3,10,Wind blowing from the north,7,
07.02.2019 08:00,-10.3,774.4,4.6,14,Wind blowing from the north,5,Trace of precipitation
07.02.2019 05:00,-9.9,769.8,-2.8,20,Wind blowing from the north-northwest,4,
07.02.2019 02:00,-8.1,772.6,5.9,18,Wind blowing from the north,6,
06.02.2019 23:00,-4.0,766.7,0.3,27,Wind blowing from the north,5,
06.02.2019 20:00,-1.6,766.4,6.4,44,Wind blowing from the north,3,
06.02.2019 17:00,-1.5,760.0,-2.6,33,Wind blowing from the south-southwest,2,
06.02.2019 14:00,-1.4,762.6,2.5,34,Wind blowing from the south-southeast,2,Trace of precipitation
06.02.2019 11:00,-2.9,760.1,-2.9,40,Wind blowing from the west-southwest,1,
06.02.2019 08:00,-3.6,763.0,5.1,39,Wind blowing from the east-southeast,2,
06.02.2019 05:00,-3.2,757.9,-3.0,43,Wind blowing from the south-east,3,
06.02.2019 02:00,-2.9,760.9,3.5,48,Wind blowing from the south-east,2,
