date,year,month,day,hour,value
1/1/2016,2016,1,1,0,231
1/1/2016,2016,1,1,1,239
1/1/2016,2016,1,1,2,205
1/1/2016,2016,1,1,3,167
1/1/2016,2016,1,1,4,132
1/1/2016,2016,1,1,5,169
1/1/2016,2016,1,1,6,162
1/1/2016,2016,1,1,7,123
1/1/2016,2016,1,1,8,100
1/1/2016,2016,1,1,9,101
1/1/2016,2016,1,1,10,111
1/1/2016,2016,1,1,11,115
1/1/2016,2016,1,1,12,135
1/1/2016,2016,1,1,13,165
1/1/2016,2016,1,1,14,176
1/1/2016,2016,1,1,15,187
1/1/2016,2016,1,1,16,207
1/1/2016,2016,1,1,17,235
1/1/2016,2016,1,1,18,268
1/1/2016,2016,1,1,19,302
1/1/2016,2016,1,1,20,330
1/1/2016,2016,1,1,21,345
1/1/2016,2016,1,1,22,375
1/1/2016,2016,1,1,23,400
1/2/2016,2016,1,2,0,362
1/2/2016,2016,1,2,1,321
1/2/2016,2016,1,2,2,230
1/2/2016,2016,1,2,3,225
1/2/2016,2016,1,2,4,198
1/2/2016,2016,1,2,5,191
1/2/2016,2016,1,2,6,199
1/2/2016,2016,1,2,7,206
1/2/2016,2016,1,2,8,230
1/2/2016,2016,1,2,9,279
1/2/2016,2016,1,2,10,199
1/2/2016,2016,1,2,11,220
1/2/2016,2016,1,2,12,222
1/2/2016,2016,1,2,13,220
1/2/2016,2016,1,2,14,198
1/2/2016,2016,1,2,15,208
1/2/2016,2016,1,2,16,240
1/2/2016,2016,1,2,17,293
1/2/2016,2016,1,2,18,368
1/2/2016,2016,1,2,19,493
1/2/2016,2016,1,2,20,517
1/2/2016,2016,1,2,21,501
1/2/2016,2016,1,2,22,496
1/2/2016,2016,1,2,23,559
1/3/2016,2016,1,3,0,530
1/3/2016,2016,1,3,1,582
1/3/2016,2016,1,3,2,406
1/3/2016,2016,1,3,3,261
1/3/2016,2016,1,3,4,244
1/3/2016,2016,1,3,5,229
1/3/2016,2016,1,3,6,176
1/3/2016,2016,1,3,7,178
1/3/2016,2016,1,3,8,166
1/3/2016,2016,1,3,9,131
1/3/2016,2016,1,3,10,131
1/3/2016,2016,1,3,11,107
1/3/2016,2016,1,3,12,103
1/3/2016,2016,1,3,13,100
1/3/2016,2016,1,3,14,107
1/3/2016,2016,1,3,15,115
1/3/2016,2016,1,3,16,157
1/3/2016,2016,1,3,17,208
1/3/2016,2016,1,3,18,214
1/3/2016,2016,1,3,19,217
1/3/2016,2016,1,3,20,217
1/3/2016,2016,1,3,21,229
1/3/2016,2016,1,3,22,239
