date,year,month,day,hour,value
1/1/2009,2009,1,1,0,-999
1/1/2009,2009,1,1,1,-999
1/1/2009,2009,1,1,2,-999
1/1/2009,2009,1,1,3,-999
1/1/2009,2009,1,1,4,-999
1/1/2009,2009,1,1,5,-999
1/1/2009,2009,1,1,6,-999
1/1/2009,2009,1,1,7,-999
1/1/2009,2009,1,1,8,-999
1/1/2009,2009,1,1,9,-999
1/1/2009,2009,1,1,10,-999
1/1/2009,2009,1,1,11,-999
1/1/2009,2009,1,1,12,-999
1/1/2009,2009,1,1,13,-999
1/1/2009,2009,1,1,14,-999
1/1/2009,2009,1,1,15,-999
1/1/2009,2009,1,1,16,-999
1/1/2009,2009,1,1,17,-999
1/1/2009,2009,1,1,18,-999
1/1/2009,2009,1,1,19,-999
1/1/2009,2009,1,1,20,-999
1/1/2009,2009,1,1,21,-999
1/1/2009,2009,1,1,22,-999
1/1/2009,2009,1,1,23,-999
1/2/2009,2009,1,2,0,-999
1/2/2009,2009,1,2,1,-999
1/2/2009,2009,1,2,2,-999
1/2/2009,2009,1,2,3,-999
1/2/2009,2009,1,2,4,-999
1/2/2009,2009,1,2,5,-999
1/2/2009,2009,1,2,6,-999
1/2/2009,2009,1,2,7,-999
1/2/2009,2009,1,2,8,-999
1/2/2009,2009,1,2,9,-999
1/2/2009,2009,1,2,10,-999
1/2/2009,2009,1,2,11,-999
1/2/2009,2009,1,2,12,-999
1/2/2009,2009,1,2,13,-999
1/2/2009,2009,1,2,14,-999
1/2/2009,2009,1,2,15,-999
1/2/2009,2009,1,2,16,-999
1/2/2009,2009,1,2,17,-999
1/2/2009,2009,1,2,18,-999
1/2/2009,2009,1,2,19,-999
1/2/2009,2009,1,2,20,-999
1/2/2009,2009,1,2,21,-999
1/2/2009,2009,1,2,22,-999
1/2/2009,2009,1,2,23,-999
1/3/2009,2009,1,3,0,-999
1/3/2009,2009,1,3,1,-999
1/3/2009,2009,1,3,2,-999
1/3/2009,2009,1,3,3,-999
1/3/2009,2009,1,3,4,-999
1/3/2009,2009,1,3,5,-999
1/3/2009,2009,1,3,6,-999
1/3/2009,2009,1,3,7,-999
1/3/2009,2009,1,3,8,-999
1/3/2009,2009,1,3,9,-999
1/3/2009,2009,1,3,10,-999
1/3/2009,2009,1,3,11,-999
1/3/2009,2009,1,3,12,-999
