date,year,month,day,hour,value
4/8/2008,2008,4,8,15,207
4/8/2008,2008,4,8,16,180
4/8/2008,2008,4,8,17,152
4/8/2008,2008,4,8,18,162
4/8/2008,2008,4,8,19,171
4/8/2008,2008,4,8,20,219
4/8/2008,2008,4,8,21,86
4/8/2008,2008,4,8,22,63
4/8/2008,2008,4,8,23,61
4/9/2008,2008,4,9,0,64
4/9/2008,2008,4,9,1,64
4/9/2008,2008,4,9,2,69
4/9/2008,2008,4,9,3,80
4/9/2008,2008,4,9,4,71
4/9/2008,2008,4,9,5,73
4/9/2008,2008,4,9,6,69
4/9/2008,2008,4,9,7,69
4/9/2008,2008,4,9,8,64
4/9/2008,2008,4,9,9,69
4/9/2008,2008,4,9,10,70
4/9/2008,2008,4,9,11,69
4/9/2008,2008,4,9,12,56
4/9/2008,2008,4,9,13,52
4/9/2008,2008,4,9,14,54
4/9/2008,2008,4,9,15,50
4/9/2008,2008,4,9,16,57
4/9/2008,2008,4,9,17,71
4/9/2008,2008,4,9,18,118
4/9/2008,2008,4,9,19,128
4/9/2008,2008,4,9,20,130
4/9/2008,2008,4,9,21,138
4/9/2008,2008,4,9,22,142
4/9/2008,2008,4,9,23,115
4/10/2008,2008,4,10,0,113
4/10/2008,2008,4,10,1,126
4/10/2008,2008,4,10,2,144
4/10/2008,2008,4,10,3,150
4/10/2008,2008,4,10,4,129
4/10/2008,2008,4,10,5,123
4/10/2008,2008,4,10,6,113
4/10/2008,2008,4,10,7,114
4/10/2008,2008,4,10,8,111
4/10/2008,2008,4,10,9,105
4/10/2008,2008,4,10,10,90
4/10/2008,2008,4,10,11,92
4/10/2008,2008,4,10,12,94
4/10/2008,2008,4,10,13,79
4/10/2008,2008,4,10,14,59
4/10/2008,2008,4,10,15,49
4/10/2008,2008,4,10,16,47
4/10/2008,2008,4,10,17,45
4/10/2008,2008,4,10,18,53
4/10/2008,2008,4,10,19,54
4/10/2008,2008,4,10,20,57
4/10/2008,2008,4,10,21,56
4/10/2008,2008,4,10,22,49
4/10/2008,2008,4,10,23,49
4/11/2008,2008,4,11,0,58
4/11/2008,2008,4,11,1,58
4/11/2008,2008,4,11,2,64
4/11/2008,2008,4,11,3,72
4/11/2008,2008,4,11,4,88
4/11/2008,2008,4,11,5,88
4/11/2008,2008,4,11,6,87
4/11/2008,2008,4,11,7,72
4/11/2008,2008,4,11,8,66
4/11/2008,2008,4,11,9,58
4/11/2008,2008,4,11,10,55
4/11/2008,2008,4,11,11,39
4/11/2008,2008,4,11,12,47
4/11/2008,2008,4,11,13,46
4/11/2008,2008,4,11,14,48
4/11/2008,2008,4,11,15,58
4/11/2008,2008,4,11,16,62
4/11/2008,2008,4,11,17,68
4/11/2008,2008,4,11,18,72
4/11/2008,2008,4,11,19,79
4/11/2008,2008,4,11,20,100
4/11/2008,2008,4,11,21,107
