date,year,month,day,hour,value,aqi
4/13/2017,2017,4,13,6,38,107
4/13/2017,2017,4,13,7,49,134
4/13/2017,2017,4,13,8,50,137
4/13/2017,2017,4,13,9,46,127
4/13/2017,2017,4,13,10,46,127
4/13/2017,2017,4,13,11,39,110
4/13/2017,2017,4,13,12,46,127
4/13/2017,2017,4,13,13,56,151
4/13/2017,2017,4,13,14,55,149
4/13/2017,2017,4,13,15,64,155
4/13/2017,2017,4,13,16,73,160
4/13/2017,2017,4,13,17,73,160
4/13/2017,2017,4,13,18,100,174
4/13/2017,2017,4,13,19,67,157
4/13/2017,2017,4,13,20,49,134
4/13/2017,2017,4,13,21,74,161
4/13/2017,2017,4,13,22,70,158
4/13/2017,2017,4,13,23,82,165
4/14/2017,2017,4,14,0,73,160
4/14/2017,2017,4,14,1,75,161
4/14/2017,2017,4,14,2,86,167
4/14/2017,2017,4,14,3,84,166
4/14/2017,2017,4,14,4,84,166
4/14/2017,2017,4,14,5,88,168
4/14/2017,2017,4,14,6,101,174
4/14/2017,2017,4,14,7,105,177
4/14/2017,2017,4,14,8,124,186
4/14/2017,2017,4,14,9,131,190
4/14/2017,2017,4,14,10,102,175
4/14/2017,2017,4,14,11,83,165
4/14/2017,2017,4,14,12,70,158
4/14/2017,2017,4,14,13,196,246
4/14/2017,2017,4,14,14,99,173
4/14/2017,2017,4,14,15,64,155
4/14/2017,2017,4,14,16,55,149
4/14/2017,2017,4,14,17,45,124
4/14/2017,2017,4,14,18,33,95
4/14/2017,2017,4,14,19,37,105
4/14/2017,2017,4,14,20,33,95
4/14/2017,2017,4,14,21,34,97
4/14/2017,2017,4,14,22,31,91
4/14/2017,2017,4,14,23,37,105
4/15/2017,2017,4,15,0,37,105
4/15/2017,2017,4,15,1,40,112
4/15/2017,2017,4,15,2,54,147
4/15/2017,2017,4,15,3,45,124
4/15/2017,2017,4,15,4,47,129
4/15/2017,2017,4,15,5,61,154
4/15/2017,2017,4,15,6,55,149
4/15/2017,2017,4,15,7,59,153
4/15/2017,2017,4,15,8,63,155
4/15/2017,2017,4,15,9,74,161
4/15/2017,2017,4,15,10,59,153
4/15/2017,2017,4,15,11,53,144
4/15/2017,2017,4,15,12,37,105
4/15/2017,2017,4,15,13,37,105
4/15/2017,2017,4,15,14,56,151
4/15/2017,2017,4,15,15,28,84
4/15/2017,2017,4,15,16,27,82
4/15/2017,2017,4,15,17,21,70
4/15/2017,2017,4,15,18,15,57
4/15/2017,2017,4,15,19,5,21
4/15/2017,2017,4,15,20,17,61
4/15/2017,2017,4,15,21,23,74
4/15/2017,2017,4,15,22,41,115
4/15/2017,2017,4,15,23,50,137
4/16/2017,2017,4,16,0,34,97
4/16/2017,2017,4,16,1,36,102
4/16/2017,2017,4,16,2,41,115
4/16/2017,2017,4,16,3,40,112
4/16/2017,2017,4,16,4,33,95
4/16/2017,2017,4,16,5,27,82
4/16/2017,2017,4,16,6,25,78
4/16/2017,2017,4,16,7,34,97
4/16/2017,2017,4,16,8,36,102
4/16/2017,2017,4,16,9,44,122
4/16/2017,2017,4,16,10,87,167
4/16/2017,2017,4,16,11,111,180
4/16/2017,2017,4,16,12,111,180
4/16/2017,2017,4,16,13,98,173
4/16/2017,2017,4,16,14,112,180
4/16/2017,2017,4,16,15,129,189
4/16/2017,2017,4,16,16,98,173
4/16/2017,2017,4,16,17,107,178
4/16/2017,2017,4,16,18,111,180
4/16/2017,2017,4,16,19,119,184
4/16/2017,2017,4,16,20,123,186
4/16/2017,2017,4,16,21,129,189
4/16/2017,2017,4,16,22,130,189
4/16/2017,2017,4,16,23,128,188
4/17/2017,2017,4,17,0,123,186
4/17/2017,2017,4,17,1,118,183
4/17/2017,2017,4,17,2,122,185
4/17/2017,2017,4,17,3,130,189
4/17/2017,2017,4,17,4,134,192
4/17/2017,2017,4,17,5,135,192
4/17/2017,2017,4,17,6,140,195
4/17/2017,2017,4,17,7,131,190
4/17/2017,2017,4,17,8,153,203
4/17/2017,2017,4,17,9,157,207
4/17/2017,2017,4,17,10,163,213
4/17/2017,2017,4,17,11,156,206
4/17/2017,2017,4,17,12,150,200
4/17/2017,2017,4,17,13,132,190
4/17/2017,2017,4,17,14,138,194
4/17/2017,2017,4,17,15,129,189
4/17/2017,2017,4,17,16,121,185
4/17/2017,2017,4,17,17,112,180
4/17/2017,2017,4,17,18,99,173
4/17/2017,2017,4,17,19,92,170
4/17/2017,2017,4,17,20,58,152
4/17/2017,2017,4,17,21,38,107
4/17/2017,2017,4,17,22,17,61
4/17/2017,2017,4,17,23,11,46
4/18/2017,2017,4,18,0,13,53
4/18/2017,2017,4,18,1,21,70
4/18/2017,2017,4,18,2,30,89
4/18/2017,2017,4,18,3,23,74
4/18/2017,2017,4,18,4,21,70
4/18/2017,2017,4,18,5,17,61
4/18/2017,2017,4,18,6,13,53
4/18/2017,2017,4,18,7,17,61
4/18/2017,2017,4,18,8,22,72
4/18/2017,2017,4,18,9,22,72
4/18/2017,2017,4,18,10,29,87
4/18/2017,2017,4,18,11,31,91
4/18/2017,2017,4,18,12,31,91
4/18/2017,2017,4,18,13,32,93
4/18/2017,2017,4,18,14,27,82
4/18/2017,2017,4,18,15,24,76
4/18/2017,2017,4,18,16,25,78
4/18/2017,2017,4,18,17,37,105
4/18/2017,2017,4,18,18,34,97
4/18/2017,2017,4,18,19,19,66
4/18/2017,2017,4,18,20,19,66
4/18/2017,2017,4,18,21,21,70
4/18/2017,2017,4,18,22,33,95
4/18/2017,2017,4,18,23,30,89
4/19/2017,2017,4,19,0,34,97
4/19/2017,2017,4,19,1,28,84
4/19/2017,2017,4,19,2,32,93
4/19/2017,2017,4,19,3,34,97
4/19/2017,2017,4,19,4,37,105
4/19/2017,2017,4,19,5,32,93
4/19/2017,2017,4,19,6,30,89
4/19/2017,2017,4,19,7,29,87
4/19/2017,2017,4,19,8,31,91
4/19/2017,2017,4,19,9,37,105
4/19/2017,2017,4,19,10,58,152
4/19/2017,2017,4,19,11,41,115
4/19/2017,2017,4,19,12,39,110
4/19/2017,2017,4,19,13,62,154
4/19/2017,2017,4,19,14,44,122
4/19/2017,2017,4,19,15,49,134
4/19/2017,2017,4,19,16,46,127
4/19/2017,2017,4,19,17,46,127
4/19/2017,2017,4,19,18,51,139
4/19/2017,2017,4,19,19,53,144
4/19/2017,2017,4,19,20,56,151
4/19/2017,2017,4,19,21,57,152
4/19/2017,2017,4,19,22,60,153
4/19/2017,2017,4,19,23,55,149
4/20/2017,2017,4,20,0,66,156
4/20/2017,2017,4,20,1,50,137
4/20/2017,2017,4,20,2,67,157
4/20/2017,2017,4,20,3,62,154
4/20/2017,2017,4,20,4,64,155
4/20/2017,2017,4,20,5,67,157
4/20/2017,2017,4,20,6,59,153
4/20/2017,2017,4,20,7,67,157
4/20/2017,2017,4,20,8,74,161
4/20/2017,2017,4,20,9,74,161
4/20/2017,2017,4,20,10,65,156
4/20/2017,2017,4,20,11,57,152
4/20/2017,2017,4,20,12,49,134
4/20/2017,2017,4,20,13,47,129
4/20/2017,2017,4,20,14,34,97
4/20/2017,2017,4,20,15,30,89
4/20/2017,2017,4,20,16,26,80
4/20/2017,2017,4,20,17,28,84
4/20/2017,2017,4,20,18,22,72
4/20/2017,2017,4,20,19,-999,-999
4/20/2017,2017,4,20,20,18,63
4/20/2017,2017,4,20,21,19,66
4/20/2017,2017,4,20,22,16,59
4/20/2017,2017,4,20,23,14,55
4/21/2017,2017,4,21,0,14,55
4/21/2017,2017,4,21,1,9,38
4/21/2017,2017,4,21,2,10,42
4/21/2017,2017,4,21,3,11,46
4/21/2017,2017,4,21,4,17,61
4/21/2017,2017,4,21,5,9,38
4/21/2017,2017,4,21,6,8,33
4/21/2017,2017,4,21,7,16,59
4/21/2017,2017,4,21,8,22,72
4/21/2017,2017,4,21,9,25,78
4/21/2017,2017,4,21,10,25,78
4/21/2017,2017,4,21,11,29,87
4/21/2017,2017,4,21,12,25,78
4/21/2017,2017,4,21,13,25,78
4/21/2017,2017,4,21,14,26,80
4/21/2017,2017,4,21,15,25,78
4/21/2017,2017,4,21,16,22,72
4/21/2017,2017,4,21,17,14,55
4/21/2017,2017,4,21,18,11,46
4/21/2017,2017,4,21,19,9,38
4/21/2017,2017,4,21,20,15,57
4/21/2017,2017,4,21,21,17,61
4/21/2017,2017,4,21,22,25,78
4/21/2017,2017,4,21,23,23,74
4/22/2017,2017,4,22,0,31,91
4/22/2017,2017,4,22,1,31,91
4/22/2017,2017,4,22,2,37,105
4/22/2017,2017,4,22,3,35,99
4/22/2017,2017,4,22,4,33,95
4/22/2017,2017,4,22,5,36,102
4/22/2017,2017,4,22,6,33,95
4/22/2017,2017,4,22,7,38,107
4/22/2017,2017,4,22,8,50,137
4/22/2017,2017,4,22,9,53,144
4/22/2017,2017,4,22,10,50,137
4/22/2017,2017,4,22,11,59,153
4/22/2017,2017,4,22,12,49,134
4/22/2017,2017,4,22,13,45,124
4/22/2017,2017,4,22,14,41,115
4/22/2017,2017,4,22,15,45,124
4/22/2017,2017,4,22,16,-999,-999
4/22/2017,2017,4,22,17,50,137
4/22/2017,2017,4,22,18,39,110
4/22/2017,2017,4,22,19,48,132
4/22/2017,2017,4,22,20,37,105
4/22/2017,2017,4,22,21,40,112
4/22/2017,2017,4,22,22,43,119
4/22/2017,2017,4,22,23,43,119
4/23/2017,2017,4,23,0,43,119
4/23/2017,2017,4,23,1,54,147
4/23/2017,2017,4,23,2,26,80
4/23/2017,2017,4,23,3,14,55
4/23/2017,2017,4,23,4,14,55
4/23/2017,2017,4,23,5,13,53
4/23/2017,2017,4,23,6,11,46
4/23/2017,2017,4,23,7,11,46
4/23/2017,2017,4,23,8,11,46
4/23/2017,2017,4,23,9,18,63
4/23/2017,2017,4,23,10,12,50
4/23/2017,2017,4,23,11,16,59
4/23/2017,2017,4,23,12,16,59
4/23/2017,2017,4,23,13,15,57
4/23/2017,2017,4,23,14,23,74
4/23/2017,2017,4,23,15,24,76
4/23/2017,2017,4,23,16,23,74
4/23/2017,2017,4,23,17,27,82
4/23/2017,2017,4,23,18,20,68
4/23/2017,2017,4,23,19,14,55
4/23/2017,2017,4,23,20,49,134
4/23/2017,2017,4,23,21,38,107
4/23/2017,2017,4,23,22,39,110
4/23/2017,2017,4,23,23,46,127
4/24/2017,2017,4,24,0,54,147
4/24/2017,2017,4,24,1,80,164
4/24/2017,2017,4,24,2,84,166
4/24/2017,2017,4,24,3,68,157
4/24/2017,2017,4,24,4,67,157
4/24/2017,2017,4,24,5,63,155
4/24/2017,2017,4,24,6,69,158
4/24/2017,2017,4,24,7,70,158
4/24/2017,2017,4,24,8,78,163
4/24/2017,2017,4,24,9,84,166
4/24/2017,2017,4,24,10,29,87
4/24/2017,2017,4,24,11,52,142
4/24/2017,2017,4,24,12,20,68
4/24/2017,2017,4,24,13,96,172
4/24/2017,2017,4,24,14,47,129
4/24/2017,2017,4,24,15,37,105
4/24/2017,2017,4,24,16,36,102
4/24/2017,2017,4,24,17,-999,-999
4/24/2017,2017,4,24,18,17,61
4/24/2017,2017,4,24,19,17,61
4/24/2017,2017,4,24,20,15,57
4/24/2017,2017,4,24,21,17,61
4/24/2017,2017,4,24,22,14,55
4/24/2017,2017,4,24,23,13,53
4/25/2017,2017,4,25,0,17,61
4/25/2017,2017,4,25,1,14,55
4/25/2017,2017,4,25,2,14,55
4/25/2017,2017,4,25,3,18,63
4/25/2017,2017,4,25,4,13,53
4/25/2017,2017,4,25,5,10,42
4/25/2017,2017,4,25,6,11,46
4/25/2017,2017,4,25,7,12,50
4/25/2017,2017,4,25,8,11,46
4/25/2017,2017,4,25,9,14,55
4/25/2017,2017,4,25,10,9,38
4/25/2017,2017,4,25,11,14,55
4/25/2017,2017,4,25,12,9,38
4/25/2017,2017,4,25,13,6,25
4/25/2017,2017,4,25,14,10,42
4/25/2017,2017,4,25,15,12,50
4/25/2017,2017,4,25,16,7,29
4/25/2017,2017,4,25,17,9,38
4/25/2017,2017,4,25,18,14,55
4/25/2017,2017,4,25,19,16,59
4/25/2017,2017,4,25,20,17,61
4/25/2017,2017,4,25,21,21,70
4/25/2017,2017,4,25,22,14,55
4/25/2017,2017,4,25,23,23,74
4/26/2017,2017,4,26,0,22,72
4/26/2017,2017,4,26,1,32,93
4/26/2017,2017,4,26,2,20,68
4/26/2017,2017,4,26,3,17,61
4/26/2017,2017,4,26,4,14,55
4/26/2017,2017,4,26,5,10,42
4/26/2017,2017,4,26,6,11,46
4/26/2017,2017,4,26,7,15,57
4/26/2017,2017,4,26,8,17,61
4/26/2017,2017,4,26,9,13,53
4/26/2017,2017,4,26,10,10,42
4/26/2017,2017,4,26,11,10,42
4/26/2017,2017,4,26,12,8,33
4/26/2017,2017,4,26,13,8,33
4/26/2017,2017,4,26,14,6,25
4/26/2017,2017,4,26,15,5,21
4/26/2017,2017,4,26,16,7,29
4/26/2017,2017,4,26,17,9,38
4/26/2017,2017,4,26,18,13,53
4/26/2017,2017,4,26,19,12,50
4/26/2017,2017,4,26,20,14,55
4/26/2017,2017,4,26,21,11,46
4/26/2017,2017,4,26,22,16,59
4/26/2017,2017,4,26,23,15,57
4/27/2017,2017,4,27,0,17,61
4/27/2017,2017,4,27,1,23,74
4/27/2017,2017,4,27,2,23,74
4/27/2017,2017,4,27,3,18,63
4/27/2017,2017,4,27,4,17,61
4/27/2017,2017,4,27,5,16,59
4/27/2017,2017,4,27,6,17,61
4/27/2017,2017,4,27,7,15,57
4/27/2017,2017,4,27,8,15,57
4/27/2017,2017,4,27,9,9,38
4/27/2017,2017,4,27,10,8,33
4/27/2017,2017,4,27,11,7,29
4/27/2017,2017,4,27,12,8,33
4/27/2017,2017,4,27,13,7,29
4/27/2017,2017,4,27,14,9,38
4/27/2017,2017,4,27,15,8,33
4/27/2017,2017,4,27,16,15,57
4/27/2017,2017,4,27,17,15,57
4/27/2017,2017,4,27,18,11,46
4/27/2017,2017,4,27,19,16,59
4/27/2017,2017,4,27,20,20,68
4/27/2017,2017,4,27,21,31,91
4/27/2017,2017,4,27,22,28,84
4/27/2017,2017,4,27,23,26,80
4/28/2017,2017,4,28,0,23,74
4/28/2017,2017,4,28,1,17,61
4/28/2017,2017,4,28,2,17,61
4/28/2017,2017,4,28,3,16,59
4/28/2017,2017,4,28,4,13,53
4/28/2017,2017,4,28,5,19,66
4/28/2017,2017,4,28,6,16,59
4/28/2017,2017,4,28,7,16,59
4/28/2017,2017,4,28,8,18,63
4/28/2017,2017,4,28,9,23,74
4/28/2017,2017,4,28,10,21,70
4/28/2017,2017,4,28,11,24,76
4/28/2017,2017,4,28,12,29,87
4/28/2017,2017,4,28,13,28,84
4/28/2017,2017,4,28,14,30,89
4/28/2017,2017,4,28,15,31,91
4/28/2017,2017,4,28,16,28,84
4/28/2017,2017,4,28,17,35,99
4/28/2017,2017,4,28,18,24,76
4/28/2017,2017,4,28,19,23,74
4/28/2017,2017,4,28,20,11,46
4/28/2017,2017,4,28,21,18,63
4/28/2017,2017,4,28,22,11,46
4/28/2017,2017,4,28,23,17,61
4/29/2017,2017,4,29,0,19,66
4/29/2017,2017,4,29,1,28,84
4/29/2017,2017,4,29,2,23,74
4/29/2017,2017,4,29,3,31,91
4/29/2017,2017,4,29,4,34,97
4/29/2017,2017,4,29,5,41,115
4/29/2017,2017,4,29,6,37,105
4/29/2017,2017,4,29,7,46,127
4/29/2017,2017,4,29,8,45,124
4/29/2017,2017,4,29,9,43,119
4/29/2017,2017,4,29,10,-999,-999
4/29/2017,2017,4,29,11,-999,-999
4/29/2017,2017,4,29,12,-999,-999
4/29/2017,2017,4,29,13,-999,-999
4/29/2017,2017,4,29,14,-999,-999
4/29/2017,2017,4,29,15,38,107
4/29/2017,2017,4,29,16,52,142
4/29/2017,2017,4,29,17,38,107
4/29/2017,2017,4,29,18,39,110
4/29/2017,2017,4,29,19,90,169
4/29/2017,2017,4,29,20,37,105
4/29/2017,2017,4,29,21,38,107
4/29/2017,2017,4,29,22,49,134
4/29/2017,2017,4,29,23,60,153
4/30/2017,2017,4,30,0,61,154
4/30/2017,2017,4,30,1,138,194
4/30/2017,2017,4,30,2,72,160
4/30/2017,2017,4,30,3,132,190
4/30/2017,2017,4,30,4,100,174
4/30/2017,2017,4,30,5,62,154
4/30/2017,2017,4,30,6,66,156
4/30/2017,2017,4,30,7,90,169
4/30/2017,2017,4,30,8,198,248
4/30/2017,2017,4,30,9,74,161
4/30/2017,2017,4,30,10,66,156
4/30/2017,2017,4,30,11,76,162
4/30/2017,2017,4,30,12,58,152
4/30/2017,2017,4,30,13,192,242
4/30/2017,2017,4,30,14,56,151
4/30/2017,2017,4,30,15,53,144
4/30/2017,2017,4,30,16,54,147
4/30/2017,2017,4,30,17,43,119
4/30/2017,2017,4,30,18,41,115
4/30/2017,2017,4,30,19,51,139
4/30/2017,2017,4,30,20,30,89
4/30/2017,2017,4,30,21,20,68
4/30/2017,2017,4,30,22,23,74
4/30/2017,2017,4,30,23,19,66
5/1/2017,2017,5,1,0,17,61
5/1/2017,2017,5,1,1,25,78
5/1/2017,2017,5,1,2,35,99
5/1/2017,2017,5,1,3,41,115
5/1/2017,2017,5,1,4,32,93
5/1/2017,2017,5,1,5,39,110
5/1/2017,2017,5,1,6,36,102
5/1/2017,2017,5,1,7,49,134
5/1/2017,2017,5,1,8,54,147
5/1/2017,2017,5,1,9,52,142
5/1/2017,2017,5,1,10,49,134
5/1/2017,2017,5,1,11,50,137
5/1/2017,2017,5,1,12,48,132
5/1/2017,2017,5,1,13,54,147
5/1/2017,2017,5,1,14,49,134
5/1/2017,2017,5,1,15,59,153
5/1/2017,2017,5,1,16,31,91
5/1/2017,2017,5,1,17,32,93
5/1/2017,2017,5,1,18,23,74
5/1/2017,2017,5,1,19,10,42
5/1/2017,2017,5,1,20,17,61
5/1/2017,2017,5,1,21,214,264
5/1/2017,2017,5,1,22,66,156
5/1/2017,2017,5,1,23,51,139
5/2/2017,2017,5,2,0,31,91
5/2/2017,2017,5,2,1,30,89
5/2/2017,2017,5,2,2,33,95
5/2/2017,2017,5,2,3,32,93
5/2/2017,2017,5,2,4,41,115
5/2/2017,2017,5,2,5,36,102
5/2/2017,2017,5,2,6,43,119
5/2/2017,2017,5,2,7,48,132
5/2/2017,2017,5,2,8,47,129
5/2/2017,2017,5,2,9,48,132
5/2/2017,2017,5,2,10,49,134
5/2/2017,2017,5,2,11,55,149
5/2/2017,2017,5,2,12,69,158
5/2/2017,2017,5,2,13,93,170
5/2/2017,2017,5,2,14,78,163
5/2/2017,2017,5,2,15,66,156
5/2/2017,2017,5,2,16,69,158
5/2/2017,2017,5,2,17,65,156
5/2/2017,2017,5,2,18,58,152
5/2/2017,2017,5,2,19,57,152
5/2/2017,2017,5,2,20,59,153
5/2/2017,2017,5,2,21,95,171
5/2/2017,2017,5,2,22,105,177
5/2/2017,2017,5,2,23,99,173
5/3/2017,2017,5,3,0,86,167
5/3/2017,2017,5,3,1,82,165
5/3/2017,2017,5,3,2,69,158
5/3/2017,2017,5,3,3,62,154
5/3/2017,2017,5,3,4,64,155
5/3/2017,2017,5,3,5,64,155
5/3/2017,2017,5,3,6,67,157
5/3/2017,2017,5,3,7,76,162
5/3/2017,2017,5,3,8,79,163
5/3/2017,2017,5,3,9,81,164
5/3/2017,2017,5,3,10,87,167
5/3/2017,2017,5,3,11,80,164
5/3/2017,2017,5,3,12,64,155
5/3/2017,2017,5,3,13,52,142
5/3/2017,2017,5,3,14,46,127
5/3/2017,2017,5,3,15,37,105
5/3/2017,2017,5,3,16,36,102
5/3/2017,2017,5,3,17,24,76
5/3/2017,2017,5,3,18,26,80
5/3/2017,2017,5,3,19,19,66
5/3/2017,2017,5,3,20,26,80
5/3/2017,2017,5,3,21,16,59
5/3/2017,2017,5,3,22,16,59
5/3/2017,2017,5,3,23,18,63
5/4/2017,2017,5,4,0,23,74
5/4/2017,2017,5,4,1,24,76
5/4/2017,2017,5,4,2,27,82
5/4/2017,2017,5,4,3,33,95
5/4/2017,2017,5,4,4,64,155
5/4/2017,2017,5,4,5,334,384
5/4/2017,2017,5,4,6,505,503
5/4/2017,2017,5,4,7,549,532
5/4/2017,2017,5,4,8,593,561
5/4/2017,2017,5,4,9,573,548
5/4/2017,2017,5,4,10,509,506
5/4/2017,2017,5,4,11,485,490
5/4/2017,2017,5,4,12,684,621
5/4/2017,2017,5,4,13,490,493
5/4/2017,2017,5,4,14,446,464
5/4/2017,2017,5,4,15,369,413
5/4/2017,2017,5,4,16,343,393
5/4/2017,2017,5,4,17,323,373
5/4/2017,2017,5,4,18,371,415
5/4/2017,2017,5,4,19,357,405
5/4/2017,2017,5,4,20,441,461
5/4/2017,2017,5,4,21,527,518
5/4/2017,2017,5,4,22,565,543
5/4/2017,2017,5,4,23,563,541
5/5/2017,2017,5,5,0,551,533
5/5/2017,2017,5,5,1,505,503
5/5/2017,2017,5,5,2,464,476
5/5/2017,2017,5,5,3,421,448
5/5/2017,2017,5,5,4,378,419
5/5/2017,2017,5,5,5,341,391
5/5/2017,2017,5,5,6,344,394
5/5/2017,2017,5,5,7,339,389
5/5/2017,2017,5,5,8,477,485
5/5/2017,2017,5,5,9,286,336
5/5/2017,2017,5,5,10,108,178
5/5/2017,2017,5,5,11,19,66
5/5/2017,2017,5,5,12,12,50
5/5/2017,2017,5,5,13,86,167
5/5/2017,2017,5,5,14,364,410
5/5/2017,2017,5,5,15,104,176
5/5/2017,2017,5,5,16,48,132
5/5/2017,2017,5,5,17,27,82
5/5/2017,2017,5,5,18,49,134
5/5/2017,2017,5,5,19,30,89
5/5/2017,2017,5,5,20,21,70
5/5/2017,2017,5,5,21,22,72
5/5/2017,2017,5,5,22,26,80
5/5/2017,2017,5,5,23,31,91
5/6/2017,2017,5,6,0,34,97
5/6/2017,2017,5,6,1,30,89
5/6/2017,2017,5,6,2,30,89
5/6/2017,2017,5,6,3,33,95
5/6/2017,2017,5,6,4,31,91
5/6/2017,2017,5,6,5,33,95
5/6/2017,2017,5,6,6,37,105
5/6/2017,2017,5,6,7,36,102
5/6/2017,2017,5,6,8,44,122
5/6/2017,2017,5,6,9,40,112
5/6/2017,2017,5,6,10,44,122
5/6/2017,2017,5,6,11,37,105
5/6/2017,2017,5,6,12,34,97
5/6/2017,2017,5,6,13,23,74
5/6/2017,2017,5,6,14,26,80
5/6/2017,2017,5,6,15,31,91
5/6/2017,2017,5,6,16,36,102
5/6/2017,2017,5,6,17,34,97
5/6/2017,2017,5,6,18,34,97
5/6/2017,2017,5,6,19,37,105
5/6/2017,2017,5,6,20,34,97
5/6/2017,2017,5,6,21,44,122
5/6/2017,2017,5,6,22,63,155
5/6/2017,2017,5,6,23,71,159
5/7/2017,2017,5,7,0,142,196
5/7/2017,2017,5,7,1,50,137
5/7/2017,2017,5,7,2,18,63
5/7/2017,2017,5,7,3,23,74
5/7/2017,2017,5,7,4,36,102
5/7/2017,2017,5,7,5,28,84
5/7/2017,2017,5,7,6,19,66
5/7/2017,2017,5,7,7,18,63
5/7/2017,2017,5,7,8,26,80
5/7/2017,2017,5,7,9,53,144
5/7/2017,2017,5,7,10,37,105
5/7/2017,2017,5,7,11,35,99
5/7/2017,2017,5,7,12,47,129
5/7/2017,2017,5,7,13,33,95
5/7/2017,2017,5,7,14,25,78
5/7/2017,2017,5,7,15,37,105
5/7/2017,2017,5,7,16,44,122
5/7/2017,2017,5,7,17,43,119
5/7/2017,2017,5,7,18,13,53
5/7/2017,2017,5,7,19,27,82
5/7/2017,2017,5,7,20,19,66
5/7/2017,2017,5,7,21,27,82
5/7/2017,2017,5,7,22,45,124
5/7/2017,2017,5,7,23,58,152
5/8/2017,2017,5,8,0,58,152
5/8/2017,2017,5,8,1,60,153
5/8/2017,2017,5,8,2,65,156
5/8/2017,2017,5,8,3,64,155
5/8/2017,2017,5,8,4,47,129
5/8/2017,2017,5,8,5,43,119
5/8/2017,2017,5,8,6,47,129
5/8/2017,2017,5,8,7,49,134
5/8/2017,2017,5,8,8,47,129
5/8/2017,2017,5,8,9,52,142
5/8/2017,2017,5,8,10,49,134
5/8/2017,2017,5,8,11,58,152
5/8/2017,2017,5,8,12,69,158
5/8/2017,2017,5,8,13,74,161
5/8/2017,2017,5,8,14,71,159
5/8/2017,2017,5,8,15,81,164
5/8/2017,2017,5,8,16,71,159
5/8/2017,2017,5,8,17,65,156
5/8/2017,2017,5,8,18,47,129
5/8/2017,2017,5,8,19,46,127
5/8/2017,2017,5,8,20,56,151
5/8/2017,2017,5,8,21,78,163
5/8/2017,2017,5,8,22,88,168
5/8/2017,2017,5,8,23,85,166
5/9/2017,2017,5,9,0,65,156
5/9/2017,2017,5,9,1,35,99
5/9/2017,2017,5,9,2,23,74
5/9/2017,2017,5,9,3,30,89
5/9/2017,2017,5,9,4,31,91
5/9/2017,2017,5,9,5,26,80
5/9/2017,2017,5,9,6,31,91
5/9/2017,2017,5,9,7,34,97
5/9/2017,2017,5,9,8,43,119
5/9/2017,2017,5,9,9,53,144
5/9/2017,2017,5,9,10,70,158
5/9/2017,2017,5,9,11,74,161
5/9/2017,2017,5,9,12,53,144
5/9/2017,2017,5,9,13,61,154
5/9/2017,2017,5,9,14,58,152
5/9/2017,2017,5,9,15,62,154
5/9/2017,2017,5,9,16,35,99
5/9/2017,2017,5,9,17,29,87
5/9/2017,2017,5,9,18,20,68
5/9/2017,2017,5,9,19,24,76
5/9/2017,2017,5,9,20,28,84
5/9/2017,2017,5,9,21,24,76
5/9/2017,2017,5,9,22,24,76
5/9/2017,2017,5,9,23,21,70
5/10/2017,2017,5,10,0,28,84
5/10/2017,2017,5,10,1,22,72
5/10/2017,2017,5,10,2,32,93
5/10/2017,2017,5,10,3,29,87
5/10/2017,2017,5,10,4,33,95
5/10/2017,2017,5,10,5,32,93
5/10/2017,2017,5,10,6,35,99
5/10/2017,2017,5,10,7,36,102
5/10/2017,2017,5,10,8,43,119
5/10/2017,2017,5,10,9,53,144
5/10/2017,2017,5,10,10,65,156
5/10/2017,2017,5,10,11,66,156
5/10/2017,2017,5,10,12,66,156
5/10/2017,2017,5,10,13,77,162
5/10/2017,2017,5,10,14,57,152
5/10/2017,2017,5,10,15,38,107
5/10/2017,2017,5,10,16,39,110
5/10/2017,2017,5,10,17,34,97
5/10/2017,2017,5,10,18,34,97
5/10/2017,2017,5,10,19,26,80
5/10/2017,2017,5,10,20,28,84
5/10/2017,2017,5,10,21,33,95
5/10/2017,2017,5,10,22,36,102
5/10/2017,2017,5,10,23,45,124
5/11/2017,2017,5,11,0,46,127
5/11/2017,2017,5,11,1,43,119
5/11/2017,2017,5,11,2,36,102
5/11/2017,2017,5,11,3,98,173
5/11/2017,2017,5,11,4,75,161
5/11/2017,2017,5,11,5,34,97
5/11/2017,2017,5,11,6,25,78
5/11/2017,2017,5,11,7,40,112
5/11/2017,2017,5,11,8,40,112
5/11/2017,2017,5,11,9,26,80
5/11/2017,2017,5,11,10,105,177
5/11/2017,2017,5,11,11,66,156
5/11/2017,2017,5,11,12,-999,-999
5/11/2017,2017,5,11,13,44,122
5/11/2017,2017,5,11,14,42,117
5/11/2017,2017,5,11,15,35,99
5/11/2017,2017,5,11,16,27,82
5/11/2017,2017,5,11,17,18,63
5/11/2017,2017,5,11,18,15,57
5/11/2017,2017,5,11,19,9,38
5/11/2017,2017,5,11,20,5,21
5/11/2017,2017,5,11,21,6,25
5/11/2017,2017,5,11,22,21,70
5/11/2017,2017,5,11,23,22,72
5/12/2017,2017,5,12,0,26,80
5/12/2017,2017,5,12,1,28,84
5/12/2017,2017,5,12,2,29,87
5/12/2017,2017,5,12,3,32,93
5/12/2017,2017,5,12,4,32,93
5/12/2017,2017,5,12,5,35,99
5/12/2017,2017,5,12,6,34,97
5/12/2017,2017,5,12,7,33,95
